Suburb/Town Name,LGA,Lat,Lng
Combienbar,East Gippsland,-37.4059446,149.008783
Cann River,East Gippsland,-37.566667,149.15
Chandlers Creek,East Gippsland,-37.334385,149.2043105
Noorinbee,East Gippsland,-37.5096536,149.1705795
Tamboon,East Gippsland,-37.7989269,149.2752202
Genoa,East Gippsland,-37.4510835,149.696092
Wingan River,East Gippsland,-37.5346078,149.3921944
Mallacoota,East Gippsland,-37.55,149.75
Ensay,East Gippsland,-37.3820435,147.8151071
Reedy Flat,East Gippsland,-37.3997322,147.9130599
Bindi,East Gippsland,-37.1429517,147.8151071
Brookville,East Gippsland,-37.3125256,147.640009
Nunniong,East Gippsland,-37.2241522,147.9541666
Swifts Creek,East Gippsland,-37.250278,147.712222
Anglers Rest,East Gippsland,-36.9939045,147.4819571
Bingo Munjie,East Gippsland,-37.0162321,147.5748824
Cassilis,East Gippsland,-37.2109679,147.5988028
Cobungra,East Gippsland,-37.0881747,147.403641
Omeo,East Gippsland,-37.1,147.6
Omeo Valley,East Gippsland,-36.9546793,147.6360481
Benambra,East Gippsland,-36.9180065,147.7736105
Cobberas,East Gippsland,-36.8515428,148.0918337
Bumberrah,East Gippsland,-37.7900179,147.8339099
Johnsonville,East Gippsland,-37.8177196,147.8044654
Swan Reach,East Gippsland,-37.7911465,147.8712905
Metung,East Gippsland,-37.883333,147.85
Kalimna,East Gippsland,-37.866369,147.9673981
Kalimna West,East Gippsland,-37.8479661,147.9297636
Lake Bunga,East Gippsland,-37.8616357,148.0384692
Lake Tyers Beach,East Gippsland,-37.8606804,148.0669106
Lakes Entrance,East Gippsland,-37.8511185,147.995821
Nungurner,East Gippsland,-37.8552118,147.8992133
Nyerimilang,East Gippsland,-37.8710154,147.921537
Toorloo Arm,East Gippsland,-37.7894568,148.0505559
Seaford,Frankston,-38.1089167,145.1363374
Frankston,Frankston,-38.1466246,145.135722
Frankston South,Frankston,-38.188,145.153
Frankston North,Frankston,-38.123,145.153
Carrum Downs,Frankston,-38.0994897,145.1726257
Langwarrin,Frankston,-38.1521755,145.1910175
Langwarrin South,Frankston,-38.189,145.189
Sandhurst,Frankston,-38.081,145.207
Skye,Frankston,-38.119,145.2
Ninyeunook,Gannawarra,-35.9573887,143.421335
Quambatook,Gannawarra,-35.849937,143.5233295
Lalbert,Gannawarra,-35.6732662,143.3740654
Horfield,Gannawarra,-35.879573,144.2245137
Leitchville,Gannawarra,-35.9065246,144.3016359
Cohuna,Gannawarra,-35.8149095,144.2095074
Daltons Bridge,Gannawarra,-35.8284695,144.2899818
Gannawarra,Gannawarra,-35.7052801,143.8237385
Keely,Gannawarra,-35.8543258,144.2429343
McMillans,Gannawarra,-35.8544278,144.1754128
Wee Wee Rup,Gannawarra,-35.8647979,144.3012123
Beauchamp,Gannawarra,-35.6119647,143.5989591
Benjeroop,Gannawarra,-35.4988701,143.8288607
Capels Crossing,Gannawarra,-35.6196211,143.912358
Dingwall,Gannawarra,-35.7974653,143.8651496
Gonn Crossing,Gannawarra,-35.507575,143.9269679
Kerang,Gannawarra,-35.7409643,143.9261931
Kerang East,Gannawarra,-35.7724872,144.0381604
Koroop,Gannawarra,-35.7337783,144.0196288
Macorna,Gannawarra,-35.9417669,143.9410112
Milnes Bridge,Gannawarra,-35.808852,144.0932497
Murrabit,Gannawarra,-35.5250292,143.9539977
Murrabit West,Gannawarra,-35.5039675,143.884505
Mystic Park,Gannawarra,-35.5835707,143.7582729
Normanville,Gannawarra,-35.8090963,143.7597716
Reedy Lake,Gannawarra,-35.6843388,143.8632822
Teal Point,Gannawarra,-35.6709241,144.0879034
Tragowel,Gannawarra,-35.8562703,144.0069262
Wandella,Gannawarra,-35.7575877,143.8529276
Westby,Gannawarra,-35.6334872,143.9472405
Koondrook,Gannawarra,-35.633333,144.116667
Lake Charm,Gannawarra,-35.608333,143.802222
Caulfield East,Glen Eira,-37.8791959,145.0444397
Caulfield North,Glen Eira,-37.8726442,145.0247002
Caulfield,Glen Eira,-37.884,145.0266
Caulfield South,Glen Eira,-37.891,145.026
Carnegie,Glen Eira,-37.8891994,145.0570577
Glen Huntly,Glen Eira,-37.8927437,145.0410692
Murrumbeena,Glen Eira,-37.8978307,145.070895
Bentleigh East,Glen Eira,-37.9211364,145.059135
St Kilda East,Glen Eira,-37.8626196,145.0007064
Elsternwick,Glen Eira,-37.8849536,145.0059691
Gardenvale,Glen Eira,-37.899,145.007
Bentleigh,Glen Eira,-37.9224386,145.0410079
McKinnon,Glen Eira,-37.91,145.039
Ormond,Glen Eira,-37.902081,145.0410692
Narrawong,Glenelg,-38.2173608,141.7053755
Tyrendarra,Glenelg,-38.216667,141.783333
Nelson,Glenelg,-38.05,141.016667
Branxholme,Glenelg,-37.8604777,141.7988033
Grassdale,Glenelg,-37.845417,141.6011181
Breakaway Creek,Glenelg,-38.0137602,141.8096919
Condah,Glenelg,-37.963272,141.8001231
Hotspur,Glenelg,-37.9351083,141.5350509
Wallacedale,Glenelg,-37.9480098,141.8272844
Dartmoor,Glenelg,-37.9143894,141.2730001
Drumborg,Glenelg,-38.0640624,141.5426993
Greenwald,Glenelg,-37.9718653,141.3642133
Heywood,Glenelg,-38.133333,141.6166671
Homerton,Glenelg,-38.1151185,141.7700656
Milltown,Glenelg,-38.0572028,141.6915548
Mumbannar,Glenelg,-37.9251654,141.1935887
Allestree,Glenelg,-38.283333,141.65
Bolwarra,Glenelg,-37.5207531,144.0830163
Cape Bridgewater,Glenelg,-38.3012904,141.4062156
Cashmore,Glenelg,-38.3112505,141.4824946
Dutton Way,Glenelg,-38.2985847,141.6238774
Gorae,Glenelg,-38.2606916,141.5967036
Gorae West,Glenelg,-38.2786096,141.5337051
Heathmere,Glenelg,-38.2178397,141.6092063
Mount Richmond,Glenelg,-38.1989932,141.3513805
Portland,Glenelg,-38.360895,141.6041155
Portland North,Glenelg,-38.3068084,141.5727929
Portland West,Glenelg,-38.3405909,141.5550031
Digby,Glenelg,-37.8015809,141.5153362
Merino,Glenelg,-37.7117283,141.5318089
Casterton,Glenelg,-37.583333,141.4
Bahgallah,Glenelg,-37.6660935,141.337186
Dunrobin,Glenelg,-37.5100481,141.3991393
Henty,Glenelg,-37.6831695,141.5213096
Lake Mundi,Glenelg,-37.5184421,141.191549
Nangeela,Glenelg,-37.48367,141.3440668
Sandford,Glenelg,-37.5986077,141.4775662
Strathdownie,Glenelg,-37.7235636,141.1488684
Wando Vale,Glenelg,-37.5039809,141.4447402
Anakie,Golden Plains,-37.916667,144.25
Batesford,Golden Plains,-38.0899186,144.2847434
Murgheboluc,Golden Plains,-38.1048122,144.1290677
Stonehaven,Golden Plains,-38.1288448,144.2504403
Hesse,Golden Plains,-38.0833159,143.8766076
Inverleigh,Golden Plains,-38.1028946,144.0398618
Teesdale,Golden Plains,-38.033333,144.05
Shelford,Golden Plains,-38.016667,143.966667
Rokewood,Golden Plains,-37.9,143.716667
Bannockburn,Golden Plains,-38.05,144.166667
Gheringhap,Golden Plains,-38.0719517,144.2299712
Maude,Golden Plains,-37.9242637,144.1685956
Russells Bridge,Golden Plains,-38.024133,144.1909483
She Oaks,Golden Plains,-37.916667,144.133333
Steiglitz,Golden Plains,-37.894512,144.1861997
Sutherlands Creek,Golden Plains,-38.0330078,144.2187155
Lethbridge,Golden Plains,-37.966667,144.133333
Meredith,Golden Plains,-37.8459801,144.0766524
Durdidwarrah,Golden Plains,-37.8208027,144.1733553
Berringa,Golden Plains,-37.7760414,143.6840179
Cape Clear,Golden Plains,-37.7609792,143.6057911
Haddon,Golden Plains,-37.588333,143.699444
Illabarook,Golden Plains,-37.8321891,143.6520525
Newtown,Golden Plains,-38.15,144.333
Nintingbool,Golden Plains,-37.6125783,143.7233581
Piggoreet,Golden Plains,-37.7317637,143.6522212
Rokewood Junction,Golden Plains,-37.8388883,143.7157737
Ross Creek,Golden Plains,-37.649799,143.7694626
Scarsdale,Golden Plains,-37.678333,143.676111
Smythesdale,Golden Plains,-37.6333464,143.6887979
Springdallah,Golden Plains,-37.7465869,143.6312323
Staffordshire Reef,Golden Plains,-37.7452902,143.7053732
Wallinduc,Golden Plains,-37.8634993,143.505079
Cambrian Hill,Golden Plains,-37.6438973,143.8183092
Dereel,Golden Plains,-37.8247291,143.7562257
Enfield,Golden Plains,-37.7255403,143.803634
Garibaldi,Golden Plains,-37.738899,143.8508908
Grenville,Golden Plains,-37.7680894,143.8597174
Mount Mercer,Golden Plains,-37.8058431,143.864131
Napoleons,Golden Plains,-37.683333,143.833333
Happy Valley,Golden Plains,-37.7138138,143.5936688
Linton,Golden Plains,-37.683333,143.566667
Mannibadar,Golden Plains,-37.767102,143.5551093
Pittong,Golden Plains,-37.6760324,143.4476526
Mia Mia,Greater Bendigo,-37.0026231,144.5663247
Redesdale,Greater Bendigo,-37.0012974,144.4937398
Harcourt North,Greater Bendigo,-36.9404173,144.2850068
Ravenswood,Greater Bendigo,-36.866435,144.2080832
Marong,Greater Bendigo,-36.733333,144.133333
Shelbourne,Greater Bendigo,-36.8470309,144.0725362
Leichardt,Greater Bendigo,-36.6812208,144.1144787
Argyle,Greater Bendigo,-36.9470859,144.7227565
Costerfield,Greater Bendigo,-36.866095,144.7817187
Derrinal,Greater Bendigo,-36.9051176,144.557682
Heathcote,Greater Bendigo,-36.916667,144.7
Knowsley,Greater Bendigo,-36.8255256,144.5849219
Ladys Pass,Greater Bendigo,-36.8260392,144.6862995
Lake Eppalock,Greater Bendigo,-36.873168,144.5683799
Mount Camel,Greater Bendigo,-36.8311507,144.7309063
Bendigo,Greater Bendigo,-36.7570157,144.2793906
East Bendigo,Greater Bendigo,-36.7430053,144.3193914
Flora Hill,Greater Bendigo,-36.7793071,144.2948079
Ironbark,Greater Bendigo,-36.7555238,144.2634067
Kennington,Greater Bendigo,-36.768937,144.305733
Long Gully,Greater Bendigo,-36.7425683,144.256582
North Bendigo,Greater Bendigo,-36.7359634,144.2784231
Quarry Hill,Greater Bendigo,-36.766667,144.283333
Spring Gully,Greater Bendigo,-36.7976791,144.2866151
Strathdale,Greater Bendigo,-36.7632753,144.3166595
West Bendigo,Greater Bendigo,-36.7529342,144.2456637
White Hills,Greater Bendigo,-36.733333,144.3
Axe Creek,Greater Bendigo,-36.8363648,144.3938706
Axedale,Greater Bendigo,-36.7768707,144.5040073
Bagshot,Greater Bendigo,-36.6736721,144.3870348
Bagshot North,Greater Bendigo,-36.599462,144.4263487
Emu Creek,Greater Bendigo,-36.8485227,144.3521811
Eppalock,Greater Bendigo,-36.8512465,144.4561033
Epsom,Greater Bendigo,-36.7,144.316667
Huntly,Greater Bendigo,-36.664933,144.3289536
Huntly North,Greater Bendigo,-36.6173012,144.335443
Junortoun,Greater Bendigo,-36.7778248,144.379516
Kimbolton,Greater Bendigo,-36.9256864,144.5307089
Lockwood,Greater Bendigo,-36.8154802,144.1610974
Lockwood South,Greater Bendigo,-36.8547498,144.1624607
Longlea,Greater Bendigo,-36.7551182,144.4232713
Maiden Gully,Greater Bendigo,-36.743,144.209
Mandurang,Greater Bendigo,-36.818843,144.3129238
Mandurang South,Greater Bendigo,-36.856513,144.2748086
Myrtle Creek,Greater Bendigo,-36.9357729,144.4041187
Sedgwick,Greater Bendigo,-36.8799469,144.311879
Strathfieldsaye,Greater Bendigo,-36.8,144.366667
Wellsford,Greater Bendigo,-36.6885938,144.3901108
Big Hill,Greater Bendigo,-38.480278,144.005
Golden Gully,Greater Bendigo,-36.7901441,144.2647717
Golden Square,Greater Bendigo,-36.766667,144.25
Kangaroo Flat,Greater Bendigo,-36.783333,144.233333
California Gully,Greater Bendigo,-36.7303149,144.2620417
Eaglehawk,Greater Bendigo,-36.716667,144.25
Eaglehawk North,Greater Bendigo,-36.6907216,144.256582
Jackass Flat,Greater Bendigo,-36.716667,144.283333
Myers Flat,Greater Bendigo,-36.7100539,144.1829124
Sailors Gully,Greater Bendigo,-36.70346,144.2320179
Sebastian,Greater Bendigo,-36.5937109,144.2077977
Whipstick,Greater Bendigo,-36.6513497,144.2779112
Woodvale,Greater Bendigo,-36.6748291,144.2122356
Fosterville,Greater Bendigo,-36.6967411,144.4992156
Goornong,Greater Bendigo,-36.6432507,144.4930553
Elmore,Greater Bendigo,-36.4967919,144.6087925
Hunter,Greater Bendigo,44.7420339,-108.982076
Avonmore,Greater Bendigo,-36.5381814,144.533448
Drummartin,Greater Bendigo,-36.4304903,144.4113046
Kamarooka,Greater Bendigo,-36.4873812,144.3848445
Neilborough,Greater Bendigo,-36.5844691,144.2408874
Raywood,Greater Bendigo,-36.544166,144.1890489
Springvale,Greater Dandenong,-37.9493465,145.1527935
Springvale South,Greater Dandenong,-37.9709927,145.1485377
Keysborough,Greater Dandenong,-37.9989202,145.1743519
Noble Park,Greater Dandenong,-37.9650097,145.1733926
Noble Park North,Greater Dandenong,-37.954525,145.1908285
Bangholme,Greater Dandenong,-38.0453436,145.1702424
Dandenong,Greater Dandenong,-37.9847811,145.2139907
Dandenong North,Greater Dandenong,-37.9592436,145.206837
Dandenong South,Greater Dandenong,-38.0146698,145.2153096
Little River,Greater Geelong,-37.9615653,144.4997455
Avalon,Greater Geelong,-38.0568548,144.4225874
Lara,Greater Geelong,-38.0229202,144.3964232
Point Wilson,Greater Geelong,-38.0425432,144.5255221
Lovely Banks,Greater Geelong,-38.066667,144.333333
Moorabool,Greater Geelong,-37.6334256,144.1720041
Corio,Greater Geelong,-38.0741368,144.358638
Norlane,Greater Geelong,-38.092,144.356
North Shore,Greater Geelong,-38.099,144.373
Bell Park,Greater Geelong,-38.11,144.338
Bell Post Hill,Greater Geelong,-38.1,144.328
Drumcondra,Greater Geelong,-38.132,144.354
Hamlyn Heights,Greater Geelong,-38.12,144.32
North Geelong,Greater Geelong,-38.1093956,144.3521811
Rippleside,Greater Geelong,-38.1235549,144.3562807
Belmont,Greater Geelong,-38.173,144.341
Grovedale,Greater Geelong,-38.2,144.35
Highton,Greater Geelong,-38.171,144.318
Marshall,Greater Geelong,-38.2024817,144.3603806
Wandana Heights,Greater Geelong,-38.1768917,144.3002702
Waurn Ponds,Greater Geelong,-38.208813,144.2709146
Armstrong Creek,Greater Geelong,-38.2372957,144.3740483
Charlemont,Greater Geelong,-38.218,144.367
Mount Duneed,Greater Geelong,-38.25,144.303611
Fyansford,Greater Geelong,-38.1347924,144.2906169
Geelong West,Greater Geelong,-38.133333,144.35
Herne Hill,Greater Geelong,-38.1329,144.3305
Manifold Heights,Greater Geelong,-38.14,144.33
Breakwater,Greater Geelong,-38.182,144.375
East Geelong,Greater Geelong,-38.162,144.3802
Newcomb,Greater Geelong,-38.17,144.396
St Albans Park,Greater Geelong,-38.1954052,144.393187
Whittington,Greater Geelong,-38.18,144.39
Geelong,Greater Geelong,-38.1499181,144.3617186
South Geelong,Greater Geelong,-38.1673819,144.3658474
Ceres,Greater Geelong,-38.1590503,144.2640892
Clifton Springs,Greater Geelong,-38.1515545,144.5738608
Curlewis,Greater Geelong,-38.1767277,144.5327632
Drysdale,Greater Geelong,-38.1809329,144.5985292
Mannerim,Greater Geelong,-38.216667,144.583333
Marcus Hill,Greater Geelong,-38.233333,144.566667
Wallington,Greater Geelong,-38.2247017,144.510853
Bellarine,Greater Geelong,-38.132222,144.619722
Indented Head,Greater Geelong,-38.138056,144.71
Portarlington,Greater Geelong,-38.116667,144.65
St Leonards,Greater Geelong,-38.166667,144.716667
Leopold,Greater Geelong,-38.1944438,144.4670924
Moolap,Greater Geelong,-38.183333,144.433333
Point Lonsdale,Greater Geelong,-38.283333,144.6
Ocean Grove,Greater Geelong,-38.25,144.516667
Barwon Heads,Greater Geelong,-38.2739835,144.4862111
Breamlea,Greater Geelong,-38.3,144.383333
Connewarre,Greater Geelong,-38.2640693,144.4623088
Balliang,Greater Geelong,-37.8622199,144.3840601
Staughton Vale,Greater Geelong,-37.8396872,144.2818364
Dhurringile,Greater Shepparton,-36.5169122,145.2431847
Moorilim,Greater Shepparton,-36.6150597,145.2915424
Murchison,Greater Shepparton,-36.616667,145.216667
Murchison East,Greater Shepparton,-36.6203401,145.2590707
Murchison North,Greater Shepparton,-36.563245,145.2590707
Toolamba,Greater Shepparton,-36.4999437,145.3357789
Toolamba West,Greater Shepparton,-36.4841221,145.2645969
Cooma,Greater Shepparton,-36.4189846,145.0607078
Gillieston,Greater Shepparton,-36.342575,145.2124572
Girgarre East,Greater Shepparton,-36.4399934,145.0603633
Harston,Greater Shepparton,-36.4677867,145.0955173
Tatura,Greater Shepparton,-36.4366557,145.2328259
Tatura East,Greater Shepparton,-36.4379073,145.2977618
Byrneside,Greater Shepparton,-36.4112326,145.1822722
Merrigum,Greater Shepparton,-36.3787995,145.1286167
Kyabram South,Greater Shepparton,-36.3790246,145.0720796
St Germains,Greater Shepparton,-36.1802397,145.1474292
Ardmona,Greater Shepparton,-36.383333,145.3
Coomboona,Greater Shepparton,-36.2562044,145.2625246
Mooroopna,Greater Shepparton,-36.383333,145.35
Mooroopna North,Greater Shepparton,-36.3301679,145.302945
Undera,Greater Shepparton,-36.2352558,145.2270858
Caniambo,Greater Shepparton,-36.4572843,145.6197031
Shepparton,Greater Shepparton,-36.383333,145.4
Arcadia,Greater Shepparton,-36.5315858,145.3456866
Cosgrove South,Greater Shepparton,-36.4233265,145.6474522
Grahamvale,Greater Shepparton,-36.35,145.433333
Karramomus,Greater Shepparton,-36.5264916,145.4641232
Kialla,Greater Shepparton,-36.441,145.43
Kialla East,Greater Shepparton,-36.4594256,145.4776641
Kialla West,Greater Shepparton,-36.4737441,145.3917982
Lemnos,Greater Shepparton,-36.35,145.466667
Orrvale,Greater Shepparton,-36.4126671,145.4526995
Pine Lodge,Greater Shepparton,-36.3500634,145.5586858
Shepparton East,Greater Shepparton,-36.3883321,145.480396
Shepparton North,Greater Shepparton,-36.3299937,145.4008446
Congupna,Greater Shepparton,-36.3,145.433333
Bunbartha,Greater Shepparton,-36.2409082,145.3537565
Katandra,Greater Shepparton,-36.2081387,145.6019917
Katandra West,Greater Shepparton,-36.2260077,145.5690835
Tallygaroopna,Greater Shepparton,-36.2456008,145.4240988
Zeerust,Greater Shepparton,-36.2702014,145.3973329
Dookie,Greater Shepparton,-36.3117549,145.7104485
Mount Major,Greater Shepparton,-36.3645428,145.704712
Tamleugh North,Greater Shepparton,-36.5198021,145.580869
Major Plains,Greater Shepparton,-36.3530478,145.7797428
Creswick North,Hepburn,-37.3877647,143.8838257
Langdons Hill,Hepburn,-37.4142092,144.0687916
Allendale,Hepburn,-37.366667,143.933333
Blampied,Hepburn,-37.366667,144.05
Broomfield,Hepburn,-37.3862675,143.905224
Cabbage Tree,Hepburn,-37.6983515,148.715807
Kingston,Hepburn,-37.366667,143.95
Lawrence,Hepburn,43.7419145,-79.308828
Mount Prospect,Hepburn,-37.3872207,144.0553596
Newlyn,Hepburn,-37.416944,143.983056
Smeaton,Hepburn,-37.333333,143.95
Springmount,Hepburn,-37.4130869,143.9351234
Clunes,Hepburn,-37.296,143.786
Ullina,Hepburn,-37.2834467,143.8895993
Spring Hill,Hepburn,-37.296477,144.3576473
Drummond North,Hepburn,-37.2,144.283333
Guildford,Hepburn,-37.1496144,144.1754128
Little Hampton,Hepburn,-37.3673463,144.2920769
Newbury,Hepburn,-37.4262018,144.2866151
North Blackwood,Hepburn,-37.416667,144.366667
Trentham,Hepburn,-37.383333,144.316667
Basalt,Hepburn,-37.3088919,144.1038619
Daylesford,Hepburn,-37.35,144.15
Bullarto,Hepburn,-37.3990211,144.2125766
Clydesdale,Hepburn,-37.1708854,144.0902405
Coomoora,Hepburn,-37.3318362,144.1965497
Denver,Hepburn,-37.285937,144.2866151
Drummond,Hepburn,-37.238144,144.3091473
Dry Diggings,Hepburn,-37.2965675,144.1556446
Eganstown,Hepburn,-37.3562379,144.0773023
Franklinford,Hepburn,-37.238838,144.0922835
Glenlyon,Hepburn,-37.25,144.25
Hepburn,Hepburn,-37.3118233,144.125661
Hepburn Springs,Hepburn,-37.3147502,144.1474662
Mount Franklin,Hepburn,-37.2625,144.1494444
Musk,Hepburn,-37.372,144.193
Musk Vale,Hepburn,-37.3823929,144.1338372
Porcupine Ridge,Hepburn,-37.2950055,144.1931402
Sailors Falls,Hepburn,-37.3912224,144.120451
Sailors Hill,Hepburn,-37.3585315,144.125661
Shepherds Flat,Hepburn,-37.2750015,144.1222545
Strangways,Hepburn,-37.1428024,144.0902405
Wheatsheaf,Hepburn,-37.3274143,144.2217727
Yandoit,Hepburn,-37.2,144.1
Dimboola,Hindmarsh,-36.453243,142.0290523
Broughton,Hindmarsh,-36.1486994,141.3473436
Gerang Gerung,Hindmarsh,-36.3689875,141.87965
Glenlee,Hindmarsh,-36.2465889,141.8101803
Kiata,Hindmarsh,-36.4187348,141.7529589
Netherby,Hindmarsh,-36.1414772,141.6629929
Nhill,Hindmarsh,-36.3327981,141.6503461
Yanac,Hindmarsh,-36.094225,141.4601664
Jeparit,Hindmarsh,-36.1331326,141.9437975
Rainbow,Hindmarsh,-35.900833,141.997222
Newport,Hobsons Bay,-37.842,144.884
South Kingsville,Hobsons Bay,-37.8300643,144.8703715
Spotswood,Hobsons Bay,-37.8292454,144.8813515
Williamstown,Hobsons Bay,-37.861,144.885
Williamstown North,Hobsons Bay,-37.8517597,144.8689963
Altona,Hobsons Bay,-37.8631512,144.8120218
Seaholme,Hobsons Bay,-37.868,144.841
Altona North,Hobsons Bay,-37.8384763,144.847051
Altona Meadows,Hobsons Bay,-37.8715626,144.7775818
Laverton,Hobsons Bay,-37.8592043,144.7704046
Seabrook,Hobsons Bay,-37.876,144.758
Dadswells Bridge,Horsham,-36.915833,142.511111
Horsham,Horsham,-36.7188618,142.1962316
Brimpaen,Horsham,-37.0254527,142.2064967
Bungalally,Horsham,-36.8027444,142.2822128
Dooen,Horsham,-36.6852722,142.2375085
Drung,Horsham,-36.7468786,142.2961114
Haven,Horsham,-36.75,142.183333
Jung,Horsham,-36.6288597,142.3363938
Kalkee,Horsham,-36.6058625,142.2583468
Kanagulk,Horsham,-37.1708998,141.8090951
Laharum,Horsham,-36.9806285,142.2931785
McKenzie Creek,Horsham,-36.7816741,142.1638346
Mockinya,Horsham,-36.9424388,142.1517138
Murra Warra,Horsham,-36.4820399,142.2244577
Nurrabiel,Horsham,-36.9392697,142.0430608
Pimpinio,Horsham,-36.583333,142.116667
Quantong,Horsham,-36.7580965,142.0555986
Riverside,Horsham,-36.7255562,142.2443444
St Helens Plains,Horsham,-36.8109299,142.4555403
Toolondo,Horsham,-36.9891122,141.9401606
Vectis,Horsham,-36.7327045,142.0854571
Wail,Horsham,-36.5622497,142.0690586
Wonwondah,Horsham,-36.9172614,142.2579613
Clear Lake,Horsham,-36.9181646,141.883318
Duchembegarra,Horsham,-36.622668,141.9676075
Mitre,Horsham,-36.7335815,141.7173604
Natimuk,Horsham,-36.7458317,141.9352015
Noradjuha,Horsham,-36.8400041,141.9722382
Gladstone Park,Hume,-37.6926696,144.8951801
Melbourne Airport,Hume,-37.6697377,144.8488148
Broadmeadows,Hume,-37.6860869,144.9269889
Dallas,Hume,-37.668,144.94
Jacana,Hume,-37.687232,144.9128564
Coolaroo,Hume,-37.6562333,144.9364069
Meadow Heights,Hume,-37.65,144.922
Attwood,Hume,-37.666,144.887
Westmeadows,Hume,-37.6779426,144.8843087
Greenvale,Hume,-37.633,144.883
Fawkner,Hume,-37.7072243,144.9669297
Campbellfield,Hume,-37.6672077,144.9549288
Somerton,Hume,-37.633,144.95
Oaklands Junction,Hume,-37.6117964,144.8401227
Yuroke,Hume,-37.6,144.88
Craigieburn,Hume,-37.594,144.934
Kalkallo,Hume,-37.5245635,144.955677
Mickleham,Hume,-37.562,144.874
Roxburgh Park,Hume,-37.627,144.929
Diggers Rest,Hume,-37.628056,144.721111
Bulla,Hume,-37.636944,144.803056
Sunbury,Hume,-37.581111,144.713889
Wildwood,Hume,-37.5718,144.7935
Lilliput,Indigo,-36.1506796,146.445966
Norong,Indigo,-36.072901,146.320194
Chiltern,Indigo,-36.15,146.6
Chiltern Valley,Indigo,-36.1478692,146.5584937
Brimin,Indigo,-36.0670425,146.3047796
Browns Plains,Indigo,-36.0554544,146.6366569
Carlyle,Indigo,-36.013283,146.4754933
Gooramadda,Indigo,-35.9971399,146.5809197
Rutherglen,Indigo,-36.055556,146.4625
Wahgunyah,Indigo,-36.0126173,146.4001308
Barnawartha,Indigo,-36.112928,146.655462
Indigo Valley,Indigo,-36.1773993,146.7464131
Allans Flat,Indigo,-36.2870441,146.9263742
Kergunyah,Indigo,-36.3415784,147.0076483
Kiewa,Indigo,-36.2732078,147.019899
Osbornes Flat,Indigo,-36.3087971,146.8933207
Tangambalanga,Indigo,-36.233333,147.033333
Charleroi,Indigo,-36.2896032,147.1242215
Huon,Indigo,-36.2061236,147.0468626
Sandy Creek,Indigo,-36.3581428,147.131622
Beechworth,Indigo,-36.3533015,146.6877247
Stanley,Indigo,-36.4059155,146.7526731
Wooragee,Indigo,-36.2951735,146.6912281
Bruarong,Indigo,-36.4246056,146.9068284
Yackandandah,Indigo,-36.313056,146.839167
Oakleigh South,Kingston,-37.9255978,145.0951545
Clarinda,Kingston,-37.941,145.103
Clayton South,Kingston,-37.9388113,145.1267061
Dingley Village,Kingston,-37.9757588,145.1226002
Moorabbin,Kingston,-37.9418897,145.0601819
Mentone,Kingston,-37.9812276,145.0647654
Moorabbin Airport,Kingston,-37.9786237,145.1017225
Aspendale,Kingston,-38.025,145.104
Aspendale Gardens,Kingston,-38.022778,145.118889
Braeside,Kingston,-38,145.125
Mordialloc,Kingston,-37.9995418,145.0940302
Parkdale,Kingston,-37.991,145.08
Waterways,Kingston,-38.0147634,145.1305169
Bonbeach,Kingston,-38.062,145.12
Chelsea,Kingston,-38.051111,145.121944
Chelsea Heights,Kingston,-38.047,145.137
Edithvale,Kingston,-38.037,145.113
Carrum,Kingston,-38.076,145.122
Patterson Lakes,Kingston,-38.0742262,145.1431018
Heatherton,Kingston,-37.95,145.085
Wantirna,Knox,-37.8479567,145.2289289
Wantirna South,Knox,-37.8769518,145.2329617
Bayswater,Knox,-37.843,145.268
The Basin,Knox,-37.86,145.314
Boronia,Knox,-37.8626744,145.2856552
Ferntree Gully,Knox,-37.8826855,145.2776105
Lysterfield,Knox,-37.93,145.301
Upper Ferntree Gully,Knox,-37.895,145.31
Rowville,Knox,-37.9279826,145.2330751
Scoresby,Knox,-37.8991785,145.230328
Knoxfield,Knox,-37.891,145.248
Hernes Oak,Latrobe,-38.2172515,146.30971
Moe,Latrobe,-38.172222,146.267778
Newborough,Latrobe,-38.1760805,146.2985284
Yallourn,Latrobe,-38.1802756,146.3182719
Driffield,Latrobe,-38.285052,146.296432
Hazelwood,Latrobe,-38.3133743,146.3621416
Hazelwood North,Latrobe,-38.265189,146.4851099
Hazelwood South,Latrobe,-38.3148097,146.4663922
Jeeralang,Latrobe,-38.3655463,146.4386213
Jeeralang Junction,Latrobe,-38.3436308,146.4104044
Maryvale,Latrobe,-38.1988052,146.3932648
Morwell,Latrobe,-38.2275886,146.4146185
Churchill,Latrobe,-38.3163383,146.4232518
Callignee,Latrobe,-38.323816,146.5796363
Flynn,Latrobe,-38.1707159,146.7117693
Flynns Creek,Latrobe,-38.260963,146.6377088
Koornalla,Latrobe,-38.3267086,146.5322429
Loy Yang,Latrobe,-38.255137,146.6126403
Traralgon,Latrobe,-38.2033531,146.519786
Traralgon East,Latrobe,-38.1836514,146.5825806
Traralgon South,Latrobe,-38.2986311,146.5368986
Tyers,Latrobe,-38.15,146.466667
Glengarry,Latrobe,-38.1352566,146.5637493
Glengarry North,Latrobe,-38.088238,146.5749622
Glengarry West,Latrobe,-38.1520709,146.5245143
Toongabbie,Latrobe,-38.05,146.616667
