Suburb/Town Name,LGA,Lat,Lng
Cowwarr,Latrobe,-38.0126207,146.6591011
Yinnar,Latrobe,-38.316667,146.316667
Yinnar South,Latrobe,-38.383333,146.383333
Boolarra,Latrobe,-38.383333,146.266667
Boolarra South,Latrobe,-38.419077,146.2666008
Budgeree,Latrobe,-38.4201593,146.3411655
Grand Ridge,Latrobe,-38.4431454,146.3184541
Delburn,Latrobe,-38.3188255,146.2264351
Mirboo,Latrobe,-38.3950602,146.1498411
Laanecoorie,Loddon,-36.8270468,143.8796572
Woodstock West,Loddon,-36.821607,144.0034717
Eddington,Loddon,-36.8984001,143.831487
Burkes Flat,Loddon,-36.6460383,143.5388796
Cochranes Creek,Loddon,-36.6909213,143.5862259
Emu,Loddon,-36.722585,143.406515
Bridgewater,Loddon,-36.6047192,143.9405609
Bridgewater North,Loddon,-36.5547664,143.9983577
Bridgewater On Loddon,Loddon,-36.6047192,143.9405609
Derby,Loddon,41.335169,-73.089684
Bears Lagoon,Loddon,-36.3439954,143.9748939
Brenanah,Loddon,-36.5576225,143.6992998
Glenalbyn,Loddon,-36.4886713,143.7189525
Inglewood,Loddon,-36.576389,143.868889
Jarklin,Loddon,-36.2391629,143.9708139
Kurting,Loddon,-36.5381593,143.8257746
Powlett Plains,Loddon,-36.4730372,143.845799
Rheola,Loddon,-36.6464456,143.7013326
Salisbury West,Loddon,-36.5024066,143.969794
Serpentine,Loddon,-36.4113541,143.9793141
Borung,Loddon,-36.308012,143.8037198
Fernihurst,Loddon,-36.245004,143.8736382
Fiery Flat,Loddon,-36.3982072,143.7901508
Skinners Flat,Loddon,-36.3593165,143.5970521
Wedderburn,Loddon,-36.416667,143.616667
Wehla,Loddon,-36.601821,143.6454503
Korong Vale,Loddon,-36.3557749,143.695912
Wychitella,Loddon,-36.2468803,143.5503753
Wychitella North,Loddon,-36.2050299,143.6297904
Boort,Loddon,-36.1169559,143.7250526
Arnold,Loddon,-36.6723618,143.8186485
Llanelly,Loddon,-36.7268475,143.8166126
Murphys Creek,Loddon,-36.7296066,143.7918468
Newbridge,Loddon,-36.7728183,143.9085663
Painswick,Loddon,-36.7890012,143.7441454
Tarnagulla,Loddon,-36.7670418,143.8274714
Waanyarra,Loddon,-36.8308412,143.8471568
Campbells Forest,Loddon,-36.5985124,144.1151013
Auchmore,Loddon,-36.4377995,144.137372
Dingee,Loddon,-36.3872318,144.2067793
Tandarra,Loddon,-36.4370245,144.2269013
Prairie,Loddon,-36.2983314,144.2330412
Calivil,Loddon,-36.2892964,144.097732
Loddon Vale,Loddon,-35.9810436,143.9882376
Mincha,Loddon,-36.0015099,144.0286331
Mologa,Loddon,-36.1513389,144.1812078
Pyramid Hill,Loddon,-36.0556784,144.1341779
Yarrawalla,Loddon,-36.1305222,144.0674299
Appin South,Loddon,-35.9137268,143.8831737
Clarkefield,Macedon Ranges,-37.4869435,144.8065219
Riddells Creek,Macedon Ranges,-37.4543694,144.6873807
Bolinda,Macedon Ranges,-37.433333,144.75
Monegeetta,Macedon Ranges,-37.416667,144.75
Cherokee,Macedon Ranges,-37.383333,144.633333
Kerrie,Macedon Ranges,-37.3803808,144.6698355
Romsey,Macedon Ranges,-37.3506332,144.7428496
Springfield,Macedon Ranges,-37.3230084,144.8181305
Benloch,Macedon Ranges,-37.2029416,144.6862995
Goldie,Macedon Ranges,-37.2591504,144.7961441
Lancefield,Macedon Ranges,-37.2769748,144.728396
Bullengarook,Macedon Ranges,-37.516667,144.483333
Gisborne,Macedon Ranges,-37.49,144.588889
Gisborne South,Macedon Ranges,-37.538611,144.606389
New Gisborne,Macedon Ranges,-37.459,144.598
Macedon,Macedon Ranges,-37.4281226,144.5556723
Mount Macedon,Macedon Ranges,-37.4,144.583333
Ashbourne,Macedon Ranges,-37.386944,144.446111
Cadello,Macedon Ranges,-37.3033974,144.5272851
Carlsruhe,Macedon Ranges,-37.283333,144.5
Cobaw,Macedon Ranges,-37.266667,144.633333
Hesket,Macedon Ranges,-37.35,144.616667
Newham,Macedon Ranges,-37.316667,144.6
Rochford,Macedon Ranges,-37.316667,144.683333
Woodend,Macedon Ranges,-37.3613204,144.5244238
Woodend North,Macedon Ranges,-37.3259093,144.5382417
Baynton,Macedon Ranges,-37.1661839,144.6996603
Edgecombe,Macedon Ranges,-37.1870105,144.4615766
Greenhill,Macedon Ranges,-37.1865671,144.4338719
Kyneton,Macedon Ranges,-37.233333,144.45
Kyneton South,Macedon Ranges,-37.3015246,144.4554192
Lauriston,Macedon Ranges,-37.25,144.383333
Pastoria,Macedon Ranges,-37.1813812,144.6369172
Pastoria East,Macedon Ranges,-37.1813812,144.6369172
Pipers Creek,Macedon Ranges,-37.245262,144.5491997
Tylden,Macedon Ranges,-37.3194005,144.4052024
Malmsbury,Macedon Ranges,-37.188889,144.385
Fern Hill,Macedon Ranges,-37.3753075,144.4232713
Trentham East,Macedon Ranges,-37.4051772,144.4013907
Chintin,Macedon Ranges,-37.3906207,144.8344934
Darraweit Guim,Macedon Ranges,-37.4,144.9
Bulleen,Manningham,-37.7671034,145.0926559
Templestowe,Manningham,-37.7525662,145.1350129
Doncaster,Manningham,-37.787397,145.1248634
Templestowe Lower,Manningham,-37.765,145.114
Doncaster East,Manningham,-37.7891081,145.1619649
Donvale,Manningham,-37.7963916,145.1791034
Warrandyte,Manningham,-37.738,145.223
Park Orchards,Manningham,-37.778,145.214
Wonga Park,Manningham,-37.7355557,145.2696895
Nunawading,Manningham,-37.8184273,145.1760206
Ringwood North,Manningham,-37.799883,145.226877
Warrandyte South,Manningham,-37.7605268,145.2452567
Ancona,Mansfield,-36.9483706,145.8463301
Merton,Mansfield,-36.983333,145.716667
Bonnie Doon,Mansfield,-37.0868493,145.8615582
Barwite,Mansfield,-36.9850215,146.1789907
Mansfield,Mansfield,-37.0625288,146.0821493
Mount Buller,Mansfield,-37.1467949,146.4489704
Barjarg,Mansfield,-36.9242225,145.995043
Boorolite,Mansfield,-37.1355776,146.2181999
Bridge Creek,Mansfield,-36.9540594,146.1205023
Gaffneys Creek,Mansfield,-37.5011312,146.2066412
Goughs Bay,Mansfield,-37.1646432,146.0689038
Howes Creek,Mansfield,-37.1234786,146.0051431
Howqua,Mansfield,-37.2263406,146.1870498
Howqua Inlet,Mansfield,-37.232544,146.1337552
Jamieson,Mansfield,-37.2977261,146.1609645
Kevington,Mansfield,-37.344075,146.1365429
Knockwood,Mansfield,-37.4294638,146.2297494
Macs Cove,Mansfield,-37.20912,146.1421265
Maindample,Mansfield,-37.024348,145.9588312
Merrijig,Mansfield,-37.0831709,146.2745848
Mountain Bay,Mansfield,-37.1973138,146.0987923
Piries,Mansfield,-37.1593256,146.127394
Sawmill Settlement,Mansfield,-37.1192184,146.3656381
Tolmie,Mansfield,-36.9387389,146.2433388
Woods Point,Mansfield,-37.569722,146.254167
Footscray,Maribyrnong,-37.7988987,144.892357
Seddon,Maribyrnong,-37.8055831,144.891002
Kingsville,Maribyrnong,-37.809,144.878
Maidstone,Maribyrnong,-37.783,144.878
Tottenham,Maribyrnong,-37.806,144.857
West Footscray,Maribyrnong,-37.8006709,144.8716645
Yarraville,Maribyrnong,-37.8202741,144.8821697
Braybrook,Maribyrnong,-37.7859028,144.8587417
Maribyrnong,Maribyrnong,-37.7695602,144.8820803
Vermont,Maroondah,-37.838,145.198
Ringwood,Maroondah,-37.8106372,145.2307011
Warranwood,Maroondah,-37.777,145.249
Heathmont,Maroondah,-37.83,145.242
Ringwood East,Maroondah,-37.818,145.252
Croydon,Maroondah,-37.794384,145.2815432
Croydon Hills,Maroondah,-37.775,145.266
Croydon North,Maroondah,-37.767,145.287
Croydon South,Maroondah,-37.814,145.271
Kilsyth,Maroondah,-37.802,145.316
Kilsyth South,Maroondah,-37.8296238,145.3115843
Bayswater North,Maroondah,-37.827,145.28
Melbourne,Melbourne,-37.8136276,144.9630576
East Melbourne,Melbourne,-37.813,144.985
West Melbourne,Melbourne,-37.8089044,144.9290625
Docklands,Melbourne,-37.8190118,144.9465764
South Wharf,Melbourne,-37.825,144.952
Southbank,Melbourne,-37.829,144.957
Parkville,Melbourne,-37.7787036,144.9426083
Flemington,Melbourne,-37.7833035,144.9277474
Kensington,Melbourne,-37.7941207,144.9276659
North Melbourne,Melbourne,-37.799167,144.946667
Carlton,Melbourne,-37.8001,144.9671
Carlton North,Melbourne,-37.788805,144.9719823
South Yarra,Melbourne,-37.84,144.989
Port Melbourne,Melbourne,-37.8332233,144.9124697
Burnside,Melton,-37.753,144.754
Burnside Heights,Melton,-37.727,144.76
Caroline Springs,Melton,-37.745,144.74
Ravenhall,Melton,-37.7910708,144.7257546
Mount Cottrell,Melton,-37.7968182,144.6229115
Truganina,Melton,-37.8250808,144.7486706
Taylors Hill,Melton,-37.715,144.751
Plumpton,Melton,-37.6731215,144.6630148
Rockbank,Melton,-37.7304579,144.652914
Kurunjang,Melton,-37.672,144.585
Melton,Melton,-37.6835831,144.5779508
Melton West,Melton,-37.68298,144.5500157
Toolern Vale,Melton,-37.608056,144.593056
Brookfield,Melton,-37.6999038,144.5382417
Exford,Melton,-37.7185795,144.5349356
Eynesbury,Melton,-37.7471636,144.5640379
Melton South,Melton,-37.703056,144.571944
Parwan,Melton,-37.716667,144.45
Boinka,Mildura,-35.2044399,141.5929146
Kulwin,Mildura,-34.9868269,142.5936157
Ouyen,Mildura,-35.0725808,142.3187749
Torrita,Mildura,-35.1248266,141.9391395
Tutye,Mildura,-35.2844072,141.4966948
Patchewollock,Mildura,-35.3755719,142.2035096
Carwarp,Mildura,-34.4593153,142.2033193
Colignan,Mildura,-34.55,142.383333
Iraak,Mildura,-34.416667,142.316667
Nangiloc,Mildura,-34.4741667,142.3513591
Cardross,Mildura,-34.3,142.15
Cullulleraine,Mildura,-34.1905541,141.6192258
Meringur,Mildura,-34.3883964,141.3354325
Neds Corner,Mildura,-34.274805,141.263471
Red Cliffs,Mildura,-34.3075,142.188056
Werrimull,Mildura,-34.4115116,141.4462452
Irymple,Mildura,-34.233333,142.166667
Mildura,Mildura,-34.2080167,142.1245535
Hattah,Mildura,-34.7711842,142.38679
Koorlong,Mildura,-34.2479402,142.0423986
Nichols Point,Mildura,-34.2076592,142.2018502
Birdwoodton,Mildura,-34.196389,142.058611
Cabarita,Mildura,-34.2,142.083
Merbein,Mildura,-34.1613339,142.0475029
Merbein South,Mildura,-34.2188002,142.0301484
Merbein West,Mildura,-34.165556,142.008333
Wargan,Mildura,-34.1996653,141.9939074
Yelta,Mildura,-34.1372058,142.0228245
Cowangie,Mildura,-35.2399732,141.3917017
Walpeup,Mildura,-35.136111,142.025
Underbool,Mildura,-35.1707397,141.808038
Murrayville,Mildura,-35.262222,141.183333
Panitya,Mildura,-35.2379546,140.9905378
Nulla Vale,Mitchell,-37.1897923,144.7460094
Glenhope,Mitchell,-37.0778252,144.6080076
Pyalong,Mitchell,-37.116667,144.85
Glenhope East,Mitchell,-37.0703621,144.706198
Tooborac,Mitchell,-37.0884579,144.7554106
Heathcote South,Mitchell,-37.0221951,144.7082568
Broadford,Mitchell,-37.2110528,145.063089
Clonbinane,Mitchell,-37.3066107,145.0773591
Reedy Creek,Mitchell,-37.2652467,145.1486206
Sugarloaf Creek,Mitchell,-37.1338836,145.0383133
Sunday Creek,Mitchell,-37.2441508,145.0438252
Tyaak,Mitchell,-37.2209691,145.1431018
Waterford Park,Mitchell,-37.3006634,145.0665658
Tallarook,Mitchell,-37.1144599,145.0893126
Hilldene,Mitchell,-37.0394881,145.0383133
Northwood,Mitchell,-36.9482551,145.1044805
Seymour,Mitchell,-37.0160797,145.1619887
Trawool,Mitchell,-37.1089414,145.215564
Whiteheads Creek,Mitchell,-37.0266674,145.2576892
Puckapunyal,Mitchell,-36.9976498,145.0262172
Mangalore,Mitchell,-36.8908218,145.164489
Avenel,Mitchell,-36.9,145.233333
Tarcombe,Mitchell,-37.025124,145.3624009
Beveridge,Mitchell,-37.4735452,144.9731641
Upper Plenty,Mitchell,-37.4238058,145.0603633
Wallan,Mitchell,-37.4066923,144.9798236
Heathcote Junction,Mitchell,-37.3853254,145.0438252
Wandong,Mitchell,-37.336023,145.0399797
Bylands,Mitchell,-37.3561716,144.9453532
Forbes,Mitchell,48.436193,-123.338375
Glenaroua,Mitchell,-37.0580067,144.9618719
High Camp,Mitchell,-37.1932159,144.8937671
Kilmore,Mitchell,-37.3016566,144.9497232
Kilmore East,Mitchell,-37.2930364,144.9811479
Moranding,Mitchell,-37.2360979,144.9501708
Marungi,Moira,-36.193889,145.531389
Kaarimba,Moira,-36.1399798,145.2943066
Wunghnu,Moira,-36.1576304,145.4243197
Drumanure,Moira,-36.1480316,145.4945938
Invergordon,Moira,-36.1313962,145.6023644
Naring,Moira,-36.0711365,145.5739362
Numurkah,Moira,-36.0883415,145.442323
Waaia,Moira,-36.0549166,145.3122755
Yalca,Moira,-35.925,145.333056
Kotupna,Moira,-36.1483333,145.1334448
Nathalia,Moira,-36.058333,145.203611
Yielima,Moira,-35.9237539,145.1907129
Barmah,Moira,-36.0175,144.965278
Lower Moira,Moira,-36.0632474,145.0250582
Picola,Moira,-36.0113631,145.1324102
Katunga,Moira,-36.016667,145.466667
Bearii,Moira,-35.9,145.333333
Strathmerton,Moira,-35.9401904,145.4762409
Ulupna,Moira,-35.8354844,145.4531112
Cobram,Moira,-35.966667,145.65
Cobram East,Moira,-35.968929,145.7140853
Koonoomoo,Moira,-35.888682,145.5750049
Muckatah,Moira,-36.0007918,145.6197031
Yarroweyah,Moira,-35.933333,145.55
Yabba North,Moira,-36.216389,145.689722
Katamatite,Moira,-36.0527793,145.6835389
Katamatite East,Moira,-36.0110345,145.7484624
Peechelba,Moira,-36.2,146.233333
Lake Rowan,Moira,-36.269722,145.966944
St James,Moira,-36.2799892,145.8920165
Yundool,Moira,-36.2602668,145.8216946
Tungamah,Moira,-36.1575347,145.8697558
Wilby,Moira,-36.157778,146.015833
Youarang,Moira,-36.1666207,145.7929293
Bathumi,Moira,-36.038333,146.084722
Boosey,Moira,-36.0030907,145.7964042
Bundalong,Moira,-36.02935,146.1302674
Burramine,Moira,-35.9976137,145.9184581
Burramine South,Moira,-36.0782522,145.8665293
Yarrawonga,Moira,-36.0271135,145.9990577
Burwood,Monash,-37.8494981,145.1090089
Ashwood,Monash,-37.867,145.103
Chadstone,Monash,-37.8810091,145.0959519
Mount Waverley,Monash,-37.8752397,145.1290575
Glen Waverley,Monash,-37.8743502,145.1668205
Wheelers Hill,Monash,-37.9067871,145.1890123
Hughesdale,Monash,-37.8966159,145.0832264
Huntingdale,Monash,-37.9074344,145.1086176
Oakleigh,Monash,-37.8990236,145.0923305
Oakleigh East,Monash,-37.9085262,145.1181383
Clayton,Monash,-37.9145479,145.127492
Notting Hill,Monash,-37.9048347,145.1458611
Mulgrave,Monash,-37.9187107,145.158814
Ascot Vale,Moonee Valley,-37.7767444,144.9110705
Travancore,Moonee Valley,-37.778,144.935
Avondale Heights,Moonee Valley,-37.762,144.863
Moonee Ponds,Moonee Valley,-37.7665464,144.9195584
Aberfeldie,Moonee Valley,-37.762,144.901
Essendon,Moonee Valley,-37.7504821,144.9143187
Essendon West,Moonee Valley,-37.755,144.883
Essendon Fields,Moonee Valley,-37.7263122,144.8968793
Essendon North,Moonee Valley,-37.7383196,144.8992556
Strathmore,Moonee Valley,-37.7358112,144.9191456
Strathmore Heights,Moonee Valley,-37.713,144.897
Airport West,Moonee Valley,-37.726234,144.8813526
Niddrie,Moonee Valley,-37.7392692,144.8864718
Bungal,Moorabool,-37.72556,144.1113546
Elaine,Moorabool,-37.7682554,144.0378201
Morrisons,Moorabool,-37.7695286,144.0887418
Mount Doran,Moorabool,-37.7205393,144.0357785
Bacchus Marsh,Moorabool,-37.6763789,144.4463206
Balliang East,Moorabool,-37.793087,144.4344864
Coimadai,Moorabool,-37.604118,144.446526
Darley,Moorabool,-37.654722,144.437222
Glenmore,Moorabool,-37.7128105,144.3122204
Hopetoun Park,Moorabool,-37.6978954,144.5053764
Long Forest,Moorabool,-37.65126,144.5053764
Maddingley,Moorabool,-37.6837782,144.4089115
Merrimu,Moorabool,-37.6585786,144.4725244
Rowsley,Moorabool,-37.7216385,144.376119
Dales Creek,Moorabool,-37.5236148,144.3016359
Greendale,Moorabool,-37.566944,144.316944
Korobeit,Moorabool,-37.5851686,144.3412497
Myrniong,Moorabool,-37.616667,144.333333
Pentland Hills,Moorabool,-37.6344134,144.3451301
Ballan,Moorabool,-37.6146129,144.2415697
Beremboke,Moorabool,-37.783333,144.25
Blakeville,Moorabool,-37.5008056,144.2105217
Bunding,Moorabool,-37.5452578,144.1744187
Fiskville,Moorabool,-37.6682785,144.2019935
Ingliston,Moorabool,-37.6434828,144.2927596
Mount Wallace,Moorabool,-37.7539679,144.225878
Gordon,Moorabool,-37.583333,144.1
Bullarook,Moorabool,-37.5295427,143.9988766
Bungaree,Moorabool,-37.557222,144.004444
Clarendon,Moorabool,-37.701411,143.9813542
Claretown,Moorabool,-37.5252597,144.0357785
Clarkes Hill,Moorabool,-37.4968556,143.9813542
Dunnstown,Moorabool,-37.5985239,143.9711539
Lal Lal,Moorabool,-37.6801093,144.0099222
Leigh Creek,Moorabool,-37.5622875,143.9623147
Millbrook,Moorabool,-37.6239055,144.0685852
Mount Egerton,Moorabool,-37.616667,144.1
Navigators,Moorabool,-37.6172482,143.9269679
Pootilla,Moorabool,-37.526444,143.9595951
Springbank,Moorabool,-37.5235787,144.0575587
Wallace,Moorabool,-37.5608219,144.0575587
Yendon,Moorabool,-37.6445852,143.9650343
Barrys Reef,Moorabool,-37.4562523,144.3193914
Blackwood,Moorabool,-37.4834268,144.3026601
Lerderderg,Moorabool,-37.4378983,144.2813213
Korweinguboora,Moorabool,-37.4491886,144.1382841
Spargo Creek,Moorabool,-37.4775151,144.153047
Gowanbrae,Moreland,-37.7062908,144.8948907
Pascoe Vale,Moreland,-37.727,144.942
Pascoe Vale South,Moreland,-37.7457735,144.9384576
Glenroy,Moreland,-37.7062465,144.9161373
Hadfield,Moreland,-37.71,144.95
Oak Park,Moreland,-37.718,144.919
Brunswick West,Moreland,-37.7586481,144.9448586
Brunswick,Moreland,-37.7670374,144.9621035
Brunswick East,Moreland,-37.7673388,144.9802463
Coburg,Moreland,-37.7412988,144.9666108
Coburg North,Moreland,-37.726,144.96
Fitzroy North,Moreland,-37.7832944,144.9838466
Baxter,Mornington Peninsula,-38.196,145.157
Somerville,Mornington Peninsula,-38.226,145.177
Tyabb,Mornington Peninsula,-38.259,145.189
Hastings,Mornington Peninsula,-38.306,145.189
Tuerong,Mornington Peninsula,-38.3,145.105
Point Leo,Mornington Peninsula,-38.421,145.075
Shoreham,Mornington Peninsula,-38.427,145.05
Bittern,Mornington Peninsula,-38.339,145.175
Crib Point,Mornington Peninsula,-38.363,145.202
Hmas Cerberus,Mornington Peninsula,-38.3813207,145.1983285
Balnarring,Mornington Peninsula,-38.371,145.118
Balnarring Beach,Mornington Peninsula,-38.3889938,145.1182718
Merricks Beach,Mornington Peninsula,-38.398,145.106
Merricks North,Mornington Peninsula,-38.354,145.075
Somers,Mornington Peninsula,-38.393,145.163
Main Ridge,Mornington Peninsula,-38.402,144.972
Flinders,Mornington Peninsula,-38.474,145.022
Mount Eliza,Mornington Peninsula,-38.189,145.092
Mornington,Mornington Peninsula,-38.228,145.062
Moorooduc,Mornington Peninsula,-38.2582684,145.1023552
Mount Martha,Mornington Peninsula,-38.267,145.018
Arthurs Seat,Mornington Peninsula,-38.352,144.953
Dromana,Mornington Peninsula,-38.338,144.965
Safety Beach,Mornington Peninsula,-38.322,144.986
Red Hill,Mornington Peninsula,-38.355,145.016
Red Hill South,Mornington Peninsula,-38.384,145.024
McCrae,Mornington Peninsula,-38.351,144.922
Boneo,Mornington Peninsula,-38.413,144.888
Cape Schanck,Mornington Peninsula,-38.461,144.905
Fingal,Mornington Peninsula,-38.421111,144.861111
Rosebud,Mornington Peninsula,-38.356,144.918
Rosebud West,Mornington Peninsula,-38.377,144.872
Rye,Mornington Peninsula,-38.377,144.838
St Andrews Beach,Mornington Peninsula,-38.419,144.83
Tootgarook,Mornington Peninsula,-38.374,144.849
Blairgowrie,Mornington Peninsula,-38.36,144.769
Sorrento,Mornington Peninsula,-38.338889,144.740833
Portsea,Mornington Peninsula,-38.32,144.713
Campbelltown,Mount Alexander,-37.2154796,143.945319
Strathlea,Mount Alexander,-37.1511337,143.968434
Werona,Mount Alexander,-37.2586375,144.0419036
Barfold,Mount Alexander,-37.091944,144.506111
Langley,Mount Alexander,-37.1429091,144.510853
Metcalfe East,Mount Alexander,-37.1525633,144.4509725
Taradale,Mount Alexander,-37.133333,144.35
Elphinstone,Mount Alexander,-37.1,144.333333
Metcalfe,Mount Alexander,-37.1286977,144.4148693
Sutton Grange,Mount Alexander,-36.9622534,144.3457864
Castlemaine,Mount Alexander,-37.058136,144.2185006
Moonlight Flat,Central Goldfields,-37.0632272,144.2456637
Barkers Creek,Mount Alexander,-37.0050906,144.221785
Campbells Creek,Mount Alexander,-37.1,144.2
Chewton,Mount Alexander,-37.083333,144.266667
Chewton Bushlands,Mount Alexander,-37.0783424,144.2893459
Faraday,Mount Alexander,-37.0500963,144.3077816
Fryerstown,Mount Alexander,-37.1432659,144.2549754
Glenluce,Mount Alexander,-37.1959366,144.2405462
McKenzie Hill,Mount Alexander,-37.0686692,144.1801852
Muckleford,Mount Alexander,-37.0693505,144.1537927
Yapeen,Mount Alexander,-37.1284806,144.1617791
Harcourt,Mount Alexander,-37,144.25
Ravenswood South,Mount Alexander,-36.9523424,144.2364525
Yandoit Hills,Mount Alexander,-37.2156138,144.0575587
Green Gully,Mount Alexander,-37.1185054,144.1011374
Newstead,Mount Alexander,-37.105278,144.065
Sandon,Mount Alexander,-37.1713818,144.0531998
Welshmans Reef,Mount Alexander,-37.0663518,144.0405424
Baringhup,Mount Alexander,-36.9605286,143.9813554
Maldon,Mount Alexander,-36.9980464,144.0685988
Neereman,Mount Alexander,-36.9196596,143.9551761
Nuggetty,Mount Alexander,-36.960016,144.0582395
Tarrengower,Mount Alexander,-37.0043939,144.017406
Walmer,Mount Alexander,-36.9714618,144.1501922
Cudgee,Moyne,-38.342961,142.6227692
Ellerslie,Moyne,-38.1201405,142.7171702
Framlingham,Moyne,-38.2557597,142.6844137
Garvoc,Moyne,-38.3220322,142.8479255
Laang,Moyne,-38.3630117,142.7980853
Panmure,Moyne,-38.3367162,142.7352451
The Sisters,Moyne,-38.1985692,142.7757012
Nirranda,Moyne,-38.502099,142.7829978
Nirranda South,Moyne,-38.5251704,142.7904251
Nullawarre,Moyne,-38.4756101,142.8131861
Nullawarre North,Moyne,-38.4413239,142.7819297
Mortlake,Moyne,-38.0755216,142.8100364
Woorndoo,Moyne,-37.8974068,142.7953267
Hexham,Moyne,-37.959571,142.7158329
Caramut,Moyne,-37.9732434,142.4698649
Mailors Flat,Moyne,-38.2818033,142.4751957
Minjah,Moyne,-38.068626,142.4523603
Woolsthorpe,Moyne,-38.1432273,142.4249023
Allansford,Moyne,-38.386111,142.593056
Mepunga,Moyne,-38.4865907,142.676394
Mepunga East,Moyne,-38.4436937,142.7185075
Mepunga West,Moyne,-38.4165115,142.6483321
Naringal,Moyne,-38.3968573,142.716985
Naringal East,Moyne,-38.3945862,142.7840666
Purnim,Moyne,-38.2910882,142.5953418
Purnim West,Moyne,-38.2986695,142.5585419
Ballangeich,Moyne,-38.1660521,142.575836
Wangoom,Moyne,-38.333333,142.583333
Warrnambool,Moyne,-38.3686779,142.4982086
Bushfield,Moyne,-38.3282508,142.5158563
Grassmere,Moyne,-38.2773243,142.5058556
Winslow,Moyne,-38.2301849,142.4618694
Illowa,Moyne,-38.3240971,142.3940586
Koroit,Moyne,-38.2960425,142.3553505
Killarney,Moyne,-38.3451308,142.308467
Kirkstall,Moyne,-38.2794244,142.3071773
Southern Cross,Moyne,-38.2961052,142.3992869
Tower Hill,Moyne,-38.3332266,142.3537074
Yangery,Moyne,-38.3185532,142.4412187
Yarpturk,Moyne,-38.2872903,142.4305627
Orford,Moyne,-38.1985238,142.1295373
Port Fairy,Moyne,-38.3810122,142.2292907
Rosebrook,Moyne,-38.3437695,142.2664028
Toolong,Moyne,-38.3103547,142.2303981
Tyrendarra East,Moyne,-38.243369,141.8726405
Yambuk,Moyne,-38.3080678,142.0413404
Knebsworth,Moyne,-37.9930783,141.8451677
Macarthur,Moyne,-38.027044,142.0046427
Hawkesdale,Moyne,-38.0541239,142.3048108
Minhamite,Moyne,-38.0073258,142.3167774
Broadwater,Moyne,-38.1376982,142.0288242
Bessiebelle,Moyne,-38.1598513,141.9705844
Chatsworth,Moyne,-37.875012,142.6202813
Flowerdale,Murrindindi,-37.3190608,145.3288655
Strath Creek,Murrindindi,-37.2365,145.2212
Caveat,Murrindindi,-37.0557415,145.4824736
Highlands,Murrindindi,-37.1016951,145.3927933
Kerrisdale,Murrindindi,-37.1761808,145.2542355
Buxton,Murrindindi,-37.4363851,145.711384
Rubicon,Murrindindi,-37.298904,145.8283795
Thornton,Murrindindi,-37.2605102,145.8349846
Eildon,Murrindindi,-37.2342952,145.897646
Taylor Bay,Murrindindi,-37.2094219,145.8781029
Acheron,Murrindindi,-37.2729634,145.7040584
Alexandra,Murrindindi,-37.1943946,145.7080742
Cathkin,Murrindindi,-37.1550013,145.5777492
Devils River,Murrindindi,-37.1906235,145.7840759
Fawcett,Murrindindi,48.4361349,-123.3748
Koriella,Murrindindi,-37.1712677,145.6720867
Taggerty,Murrindindi,-37.3160872,145.7316571
Whanregarwen,Murrindindi,-37.2224886,145.6002839
Ghin Ghin,Murrindindi,-37.137096,145.3745044
Glenburn,Murrindindi,-37.4198646,145.4457768
Homewood,Murrindindi,-37.1920857,145.3302481
Killingworth,Murrindindi,-37.1869104,145.4124348
Limestone,Murrindindi,-37.2404661,145.4945938
Murrindindi,Murrindindi,-37.3618407,145.53928
Yea,Murrindindi,-37.2229373,145.4070195
Molesworth,Murrindindi,-37.1596816,145.5462102
Gobur,Murrindindi,-37.0120101,145.6275226
Kanumbra,Murrindindi,-37.0446471,145.7043648
Yarck,Murrindindi,-37.0967252,145.6030578
Kinglake Central,Murrindindi,-37.493954,145.325409
Kinglake West,Murrindindi,-37.466667,145.233333
Pheasant Creek,Murrindindi,-37.483333,145.283333
Kinglake,Murrindindi,-37.518382,145.3591263
Castella,Murrindindi,-37.524722,145.433333
Toolangi,Murrindindi,-37.533333,145.466667
Narbethong,Murrindindi,-37.5233314,145.6710457
Marysville,Murrindindi,-37.5083939,145.7474205
Diamond Creek,Nillumbik,-37.671,145.155
Plenty,Nillumbik,-37.669,145.117
Yarrambat,Nillumbik,-37.64,145.133
Research,Nillumbik,-37.707,145.18
Wattle Glen,Nillumbik,-37.663,145.183
Bend Of Islands,Nillumbik,-37.6980733,145.2756505
Kangaroo Ground,Nillumbik,-37.686,145.216
Watsons Creek,Nillumbik,-37.67,145.258
Arthurs Creek,Nillumbik,-37.583333,145.2
Cottles Bridge,Nillumbik,-37.622,145.219
Hurstbridge,Nillumbik,-37.638889,145.195
Nutfield,Nillumbik,-37.603,145.181
Strathewen,Nillumbik,-37.55,145.266667
North Warrandyte,Nillumbik,-37.726,145.216
Doreen,Nillumbik,-37.605,145.146
Panton Hill,Nillumbik,-37.643,145.239
Smiths Gully,Nillumbik,-37.619,145.256
St Andrews,Nillumbik,-37.5919774,145.2811778
Christmas Hills,Nillumbik,-37.6515,145.3173
Great Western,Northern Grampians,-37.15,142.85
Stawell,Northern Grampians,-37.0575657,142.7753712
Fyans Creek,Northern Grampians,-37.0972483,142.559209
Halls Gap,Northern Grampians,-37.1467982,142.5235245
Illawarra,Northern Grampians,-37.0507405,142.6941054
