Year,Year ending,Police Service Area,Local Government Area,Latitude,Longitude,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,2.9,5.2
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,84,121.7,218
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,42,60.9,109
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",8,11.6,20.8
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,161,233.3,417.8
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,53,76.8,137.5
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,65,94.2,168.7
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,7,10.1,18.2
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,2,2.9,5.2
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,1,1.4,2.6
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,1,1.4,2.6
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,24,34.8,62.3
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,6,8.7,15.6
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,5,7.2,13
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,5,7.2,13
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,52,75.4,134.9
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,12,17.4,31.1
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,5,7.2,13
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,1,1.4,2.6
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,6,8.7,15.6
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,19,27.5,49.3
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,B Property and deception offences,B10 Arson,B11 Cause damage by fire,6,8.7,15.6
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,B Property and deception offences,B10 Arson,B19 Other fire related offences,2,2.9,5.2
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,B Property and deception offences,B20 Property damage,B21 Criminal damage,203,294.2,526.8
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,B Property and deception offences,B20 Property damage,B22 Graffiti,32,46.4,83
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,B Property and deception offences,B20 Property damage,B29 Other property damage offences,1,1.4,2.6
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,8,11.6,20.8
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,143,207.2,371.1
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,34,49.3,88.2
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,30,43.5,77.8
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,105,152.2,272.5
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,B Property and deception offences,B40 Theft,B43 Steal from a retail store,50,72.5,129.7
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,37,53.6,96
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,20,29,51.9
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,B Property and deception offences,B40 Theft,B49 Other theft,160,231.9,415.2
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,15,21.7,38.9
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,55,79.7,142.7
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,B Property and deception offences,B50 Deception,B54 State false information,1,1.4,2.6
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,1,1.4,2.6
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,17,24.6,44.1
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,7,10.1,18.2
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,1,1.4,2.6
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,C Drug offences,C30 Drug use and possession,C31 Drug use,1,1.4,2.6
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,C Drug offences,C30 Drug use and possession,C32 Drug possession,46,66.7,119.4
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,11,15.9,28.5
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,23,33.3,59.7
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,3,4.3,7.8
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,1,1.4,2.6
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,27,39.1,70.1
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,6,8.7,15.6
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,4,5.8,10.4
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,1,1.4,2.6
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,2,2.9,5.2
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,12,17.4,31.1
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,32,46.4,83
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2,2.9,5.2
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,1,1.4,2.6
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,5,7.2,13
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,297,430.4,770.7
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,29,42,75.3
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,36,52.2,93.4
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,1,1.4,2.6
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,1,1.4,2.6
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,72,104.3,186.8
2021,March,Bass Coast,Bass Coast,-38.5087582,145.5358152,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,1,1.4,2.6
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,2.9,6.6
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,54,78.3,177.2
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,32,46.4,105
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",3,4.3,9.8
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,90,130.4,295.3
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,27,39.1,88.6
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,61,88.4,200.2
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,1,1.4,3.3
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,3,4.3,9.8
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1,1.4,3.3
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,1,1.4,3.3
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,13,18.8,42.7
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,8,11.6,26.3
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,3,4.3,9.8
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,2,2.9,6.6
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,18,26.1,59.1
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,17,24.6,55.8
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,3,4.3,9.8
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,5,7.2,16.4
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,6,8.7,19.7
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,B Property and deception offences,B10 Arson,B11 Cause damage by fire,4,5.8,13.1
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,B Property and deception offences,B10 Arson,B19 Other fire related offences,2,2.9,6.6
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,B Property and deception offences,B20 Property damage,B21 Criminal damage,106,153.6,347.9
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,B Property and deception offences,B20 Property damage,B22 Graffiti,3,4.3,9.8
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,B Property and deception offences,B20 Property damage,B29 Other property damage offences,4,5.8,13.1
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1,1.4,3.3
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,53,76.8,173.9
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,57,82.6,187.1
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,22,31.9,72.2
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,75,108.7,246.1
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,B Property and deception offences,B40 Theft,B43 Steal from a retail store,16,23.2,52.5
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,6,8.7,19.7
2021,March,Bass Coast,South Gippsland,-38.5884838,146.1142253,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,12,17.4,39.4
